x	y	a	r
8421	2383	3	0
8421	1887	3	0
8421	1381	1	0
7926	1381	2	0
7926	1877	0	0
8426	1877	0	0
8922	1877	2	0
8922	2383	0	0
9424	2383	4	0
9424	2383	4	0
9424	2383	1	0
8924	2383	0	0
9421	2383	2	0
9421	2885	0	0
9914	2885	1	0
9420	2885	2	0
9420	3377	0	0
9916	3377	2	0
9916	3869	4	0
9916	3869	4	0
9916	3869	1	0
9415	3869	4	0
9415	3869	3	0
9415	3368	1	0
8909	3368	4	0
8909	3368	2	0
8909	3854	0	0
9414	3854	4	0
9414	3854	1	0
8903	3854	3	0
8903	3348	2	0
8903	3846	1	0
8413	3846	2	0
8413	4345	1	0
7914	4345	2	0
7914	4852	4	0
7914	4852	4	0
7914	4852	2	0
7914	5338	3	0
7914	4854	2	0
7914	5357	2	0
7914	5852	1	300
7416	5852	4	0
7416	5852	4	0
7416	5852	4	0
7416	5852	3	0
7416	5355	1	300
6924	5355	1	0
6425	5355	2	0
6425	5854	4	0
6425	5854	3	0
6425	5357	1	0
5930	5357	1	0
5435	5357	1	0
4948	5357	2	0
4948	5857	3	0
4948	5360	2	0
4948	5860	1	0
4457	5860	1	0
3954	5860	4	0
3954	5860	3	0
3954	5368	4	0
3954	5368	4	0
3954	5368	0	0
4447	5368	2	0
4447	5880	0	0
4943	5880	4	0
4943	5880	1	0
4444	5880	3	0
4444	5387	0	0
4941	5387	4	0
4941	5387	0	0
5440	5387	3	0
5440	4892	4	0
5440	4892	1	0
4953	4892	1	0
4455	4892	3	0
4455	4400	0	0
4946	4400	4	0
4946	4400	4	0
4946	4400	3	0
4946	3897	0	0
5448	3897	2	0
5448	4397	3	0
5448	3894	3	0
5448	3402	3	300
5448	2906	2	0
5448	3414	3	300
5448	2925	1	0
4956	2925	2	0
4956	3422	0	300
5434	3422	2	300
5434	3924	1	0
4924	3924	3	0
4924	3425	1	300
4430	3425	4	0
4430	3425	1	0
3939	3425	1	0
3450	3425	3	0
3450	2931	2	0
3450	3429	1	0
2959	3429	0	0
3441	3429	4	0
3441	3429	3	0
3441	2942	4	0
3441	2942	0	0
3953	2942	0	0
4449	2942	4	300
4449	2942	3	300
4449	2449	3	0
4449	1951	4	0
4449	1951	0	0
4945	1951	0	0
5445	1951	4	0
5445	1951	4	0
5445	1951	2	0
5445	2451	2	0
5445	2947	1	0
4945	2947	4	0
4945	2947	1	0
4442	2947	4	300
4442	2947	0	300
4938	2947	0	0
5437	2947	2	0
5437	3452	4	300
5437	3452	0	300
5935	3452	4	0
5935	3452	2	0
5935	3946	3	300
5935	3459	1	0
5440	3459	3	300
5440	2949	3	0
5440	2459	3	0
5440	1954	4	0
5440	1954	4	0
5440	1954	1	0
4932	1954	3	0
4932	1452	4	0
4932	1452	4	0
4932	1452	4	0
4932	1452	0	0
5430	1452	0	0
5915	1452	3	0
5915	954	1	0
5421	954	4	0
5421	954	2	0
5421	1451	2	0
5421	1940	0	0
5909	1940	4	0
5909	1940	3	0
5909	1446	3	0
5909	937	4	0
5909	937	2	0
5909	1423	3	0
5909	927	1	0
5414	927	4	0
5414	927	2	0
5414	1426	3	0
5414	931	2	0
5414	1430	0	0
5916	1430	3	0
5916	924	0	0
6411	924	0	0
6912	924	0	0
7417	924	3	0
7417	430	0	0
7911	430	4	0
7911	430	4	0
7911	430	4	0
7911	430	0	0
8420	430	1	0
7915	430	0	0
8413	430	0	0
8899	430	1	0
8405	430	2	0
8405	939	0	0
8912	939	0	0
9408	939	4	0
9408	939	3	0
9408	433	4	0
9408	433	2	0
9408	924	0	0
9897	924	4	0
9897	924	1	0
9408	924	2	0
9408	1419	1	0
8898	1419	1	0
8388	1419	0	0
8891	1419	3	0
8891	931	4	0
8891	931	1	0
8405	931	1	0
7897	931	3	0
7897	427	2	0
7897	929	0	0
8393	929	4	0
8393	929	3	0
8393	441	2	0
8393	936	2	0
8393	1435	1	0
7912	1435	1	0
7415	1435	3	0
7415	934	1	0
6923	934	3	0
6923	440	0	0
7423	440	1	0
6926	440	0	0
7421	440	4	0
7421	440	2	0
7421	941	1	0
6933	941	4	0
6933	941	4	0
6933	941	2	0
6933	1441	2	0
6933	1928	0	0
7427	1928	4	0
7427	1928	2	0
7427	2432	1	0
6933	2432	4	0
6933	2432	0	0
7430	2432	1	0
6931	2432	2	0
6931	2934	4	0
6931	2934	0	0
7425	2934	1	0
6934	2934	0	0
7429	2934	0	0
7921	2934	2	0
7921	3437	0	0
8408	3437	1	0
7910	3437	1	0
7415	3437	0	0
7905	3437	4	0
7905	3437	4	0
7905	3437	3	0
7905	2933	0	0
8395	2933	2	0
8395	3418	4	0
8395	3418	1	0
7906	3418	1	0
7410	3418	3	0
7410	2920	3	0
7410	2420	1	0
6907	2420	0	0
7401	2420	0	0
7897	2420	3	0
7897	1928	3	0
7897	1424	2	0
7897	1920	2	0
7897	2419	0	0
8395	2419	2	0
8395	2909	4	0
8395	2909	3	0
8395	2411	2	0
8395	2904	4	0
8395	2904	2	0
8395	3413	2	0
8395	3908	1	0
7895	3908	3	0
7895	3407	1	0
7399	3407	1	0
6900	3407	1	0
6399	3407	1	0
5901	3407	1	0
5394	3407	4	300
5394	3407	4	300
5394	3407	4	300
5394	3407	2	300
5394	3915	2	0
5394	4412	2	0
5394	4918	1	0
4882	4918	4	0
4882	4918	1	0
4378	4918	3	0
4378	4425	1	0
3886	4425	2	0
3886	4926	3	0
3886	4425	1	0
3388	4425	2	0
3388	4916	4	0
3388	4916	0	0
3877	4916	3	0
3877	4416	3	0
3877	3920	0	0
4373	3920	1	0
3875	3920	1	0
3378	3920	0	0
3874	3920	4	0
3874	3920	4	0
3874	3920	0	0
4372	3920	2	0
4372	4417	3	0
4372	3928	0	0
4869	3928	1	0
4368	3928	3	0
4368	3425	3	0
4368	2927	3	300
4368	2421	4	0
4368	2421	4	0
4368	2421	0	0
4871	2421	4	0
4871	2421	4	0
4871	2421	1	0
4377	2421	2	0
4377	2916	4	300
4377	2916	0	300
4877	2916	2	0
4877	3416	1	300
4392	3416	1	0
3891	3416	0	0
4388	3416	0	0
4882	3416	2	300
4882	3919	4	0
4882	3919	2	0
4882	4416	3	0
4882	3922	0	0
5388	3922	0	0
5878	3922	1	300
5385	3922	3	0
5385	3429	3	300
5385	2936	1	0
4880	2936	4	0
4880	2936	2	0
4880	3432	3	300
4880	2931	3	0
4880	2433	1	0
4380	2433	3	0
4380	1927	2	0
4380	2431	4	0
4380	2431	0	0
4878	2431	2	0
4878	2932	0	0
5367	2932	3	0
5367	2440	1	0
4873	2440	4	0
4873	2440	1	0
4373	2440	0	0
4882	2440	4	0
4882	2440	4	0
4882	2440	1	0
4388	2440	0	0
4888	2440	0	0
5399	2440	4	0
5399	2440	2	0
5399	2934	2	0
5399	3420	3	300
5399	2921	0	0
5885	2921	3	0
5885	2432	3	0
5885	1938	2	0
5885	2437	1	0
5381	2437	3	0
5381	1934	0	0
5873	1934	4	0
5873	1934	3	0
5873	1425	3	0
5873	921	3	0
5873	417	1	0
5371	417	4	0
5371	417	0	0
5856	417	0	0
6358	417	1	0
5867	417	2	0
5867	916	3	0
5867	427	2	0
5867	917	0	0
6374	917	1	0
5874	917	2	0
5874	1408	4	0
5874	1408	2	0
5874	1912	2	0
5874	2418	2	0
5874	2912	1	0
5382	2912	2	0
5382	3405	3	300
5382	2920	1	0
4888	2920	4	0
4888	2920	4	0
4888	2920	4	0
4888	2920	0	0
5385	2920	1	0
4882	2920	1	0
4386	2920	0	300
4871	2920	2	0
4871	3427	3	300
4871	2925	1	0
4369	2925	3	300
4369	2424	3	0
4369	1922	3	0
4369	1429	3	0
4369	932	4	0
4369	932	3	0
4369	432	1	0
3864	432	2	0
3864	931	4	0
3864	931	0	0
4365	931	2	0
4365	1428	0	0
4870	1428	1	0
4365	1428	4	0
4365	1428	4	0
4365	1428	1	0
3860	1428	3	0
3860	937	0	0
4356	937	3	0
4356	450	2	0
4356	954	0	0
4860	954	3	0
4860	465	4	0
4860	465	2	0
4860	964	1	0
4361	964	2	0
4361	1459	3	0
4361	961	0	0
4865	961	2	0
4865	1454	1	0
4357	1454	2	0
4357	1952	4	0
4357	1952	4	0
4357	1952	1	0
3866	1952	3	0
3866	1456	2	0
3866	1955	0	0
4364	1955	4	0
4364	1955	4	0
4364	1955	2	0
4364	2453	0	0
4855	2453	3	0
4855	1953	0	0
5352	1953	4	0
5352	1953	0	0
5857	1953	0	0
6357	1953	0	0
6859	1953	1	0
6370	1953	2	0
6370	2460	3	0
6370	1957	4	0
6370	1957	1	0
5874	1957	2	0
5874	2460	2	0
5874	2956	4	0
5874	2956	4	0
5874	2956	2	0
5874	3442	1	0
5382	3442	3	300
5382	2950	4	0
5382	2950	4	0
5382	2950	0	0
5877	2950	4	0
5877	2950	0	0
6372	2950	2	0
6372	3455	3	0
6372	2949	1	0
5889	2949	4	0
5889	2949	4	0
5889	2949	1	0
5384	2949	0	0
5880	2949	4	0
5880	2949	1	0
5389	2949	1	0
4893	2949	0	0
5403	2949	1	0
4901	2949	2	0
4901	3453	1	300
4393	3453	4	0
4393	3453	3	0
4393	2958	2	300
4393	3451	3	0
4393	2957	0	300
4882	2957	1	0
4394	2957	2	300
4394	3454	0	0
4895	3454	4	300
4895	3454	0	300
5413	3454	4	300
5413	3454	2	300
5413	3944	3	0
5413	3445	0	300
5902	3445	0	0
6391	3445	0	0
6884	3445	1	0
6384	3445	3	0
6384	2951	0	0
6883	2951	2	0
6883	3437	0	0
7391	3437	3	0
7391	2942	3	0
7391	2438	1	0
6897	2438	0	0
7400	2438	2	0
7400	2943	4	0
7400	2943	4	0
7400	2943	4	0
7400	2943	0	0
7898	2943	3	0
7898	2458	2	0
7898	2960	4	0
7898	2960	3	0
7898	2467	1	0
7388	2467	1	0
6897	2467	0	0
7400	2467	4	0
7400	2467	4	0
7400	2467	0	0
7898	2467	1	0
7408	2467	3	0
7408	1972	3	0
7408	1482	3	0
7408	988	2	0
7408	1489	0	0
7908	1489	4	0
7908	1489	0	0
8398	1489	0	0
8906	1489	4	0
8906	1489	2	0
8906	1971	3	0
8906	1485	0	0
9403	1485	0	0
9897	1485	1	0
9407	1485	2	0
9407	1984	0	0
9908	1984	2	0
9908	2481	3	0
9908	1971	3	0
9908	1473	3	0
9908	981	3	0
9908	493	2	0
9908	998	4	0
9908	998	2	0
9908	1490	3	0
9908	995	3	0
9908	509	4	0
9908	509	3	0
9908	3	4	0
9908	3	1	0
9411	3	1	0
8923	3	4	0
8923	3	4	0
8923	3	1	0
8424	3	0	0
8916	3	2	0
8916	511	4	0
8916	511	0	0
9415	511	2	0
9415	1012	1	0
8914	1012	1	0
8420	1012	0	0
8913	1012	0	0
9415	1012	1	0
8914	1012	4	0
8914	1012	3	0
8914	512	1	0
8416	512	3	0
8416	14	4	0
8416	14	4	0
8416	14	4	0
8416	14	2	0
8416	506	1	0
7910	506	2	0
7910	1001	4	0
7910	1001	1	0
7419	1001	3	0
7419	487	4	0
7419	487	0	0
7914	487	0	0
8408	487	4	0
8408	487	1	0
7916	487	4	0
7916	487	1	0
7421	487	1	0
6910	487	1	0
6399	487	0	0
6895	487	2	0
6895	980	0	0
7401	980	4	0
7401	980	4	0
7401	980	4	0
7401	980	1	0
6902	980	2	0
6902	1476	0	0
7393	1476	1	0
