x	y	a	r
4605	5059	3	0
4605	4577	2	0
4605	5069	3	0
4605	4562	2	0
4605	5066	3	0
4605	4568	0	0
5115	4568	1	0
4622	4568	2	0
4622	5063	3	0
4622	4565	0	0
5137	4565	1	0
4644	4565	0	0
5132	4565	2	0
5132	5065	2	0
5132	5563	2	0
5132	6068	0	0
5632	6068	2	0
5632	6571	3	0
5632	6083	3	0
5632	5580	2	0
5632	6079	0	0
6135	6079	2	0
6135	6579	2	0
6135	7071	0	0
6621	7071	1	0
6129	7071	3	0
6129	6586	3	0
6129	6090	0	0
6637	6090	3	0
6637	5597	1	0
6136	5597	4	0
6136	5597	3	0
6136	5108	0	0
6632	5108	1	0
6130	5108	3	0
6130	4614	0	0
6628	4614	1	300
6134	4614	0	0
6632	4614	4	300
6632	4614	0	300
7134	4614	0	0
7631	4614	4	0
7631	4614	1	0
7133	4614	4	0
7133	4614	2	0
7133	5105	4	300
7133	5105	1	300
6644	5105	1	0
6143	5105	0	0
6637	5105	4	0
6637	5105	1	0
6135	5105	0	0
6630	5105	0	0
7127	5105	2	300
7127	5587	3	0
7127	5087	3	300
7127	4596	4	0
7127	4596	1	0
6624	4596	3	300
6624	4115	0	0
7118	4115	3	0
7118	3627	0	0
7615	3627	1	0
7111	3627	3	0
7111	3128	2	0
7111	3632	3	0
7111	3149	0	0
7622	3149	1	0
7126	3149	4	0
7126	3149	3	0
7126	2644	1	0
6626	2644	2	0
6626	3143	2	0
6626	3646	3	0
6626	3152	2	0
6626	3648	0	0
7124	3648	2	0
7124	4146	2	0
7124	4641	3	0
7124	4148	4	0
7124	4148	4	0
7124	4148	0	0
7619	4148	0	0
8125	4148	4	0
8125	4148	3	0
8125	3656	2	0
8125	4150	1	0
7619	4150	0	0
8123	4150	4	0
8123	4150	2	0
8123	4641	1	0
7613	4641	2	0
7613	5139	3	0
7613	4629	0	0
8096	4629	2	0
8096	5126	3	0
8096	4637	0	0
8601	4637	2	0
8601	5135	2	0
8601	5637	3	0
8601	5137	4	0
8601	5137	2	0
8601	5632	1	0
8108	5632	2	0
8108	6126	1	300
7608	6126	1	0
7103	6126	2	0
7103	6626	1	0
6605	6626	3	0
6605	6117	3	0
6605	5634	0	0
7106	5634	2	0
7106	6135	0	0
7605	6135	4	0
7605	6135	3	0
7605	5638	1	300
7105	5638	2	0
7105	6136	1	0
6598	6136	4	0
6598	6136	0	0
7098	6136	4	0
7098	6136	4	0
7098	6136	0	0
7588	6136	2	0
7588	6638	2	0
7588	7134	1	0
7088	7134	4	0
7088	7134	3	0
7088	6630	3	0
7088	6137	1	0
6584	6137	3	0
6584	5642	3	0
6584	5153	1	0
6098	5153	4	0
6098	5153	0	0
6591	5153	4	0
6591	5153	4	0
6591	5153	2	0
6591	5655	3	0
6591	5156	1	0
6094	5156	1	0
5594	5156	0	0
6095	5156	0	0
6593	5156	1	0
6096	5156	4	0
6096	5156	0	0
6597	5156	3	0
6597	4661	2	300
6597	5159	2	0
6597	5661	1	0
6091	5661	0	0
6588	5661	1	0
6085	5661	4	0
6085	5661	0	0
6593	5661	2	0
6593	6153	1	0
6091	6153	4	0
6091	6153	0	0
6586	6153	2	0
6586	6654	4	0
6586	6654	3	0
6586	6148	2	0
6586	6656	3	0
6586	6156	4	0
6586	6156	1	0
6096	6156	0	0
6600	6156	0	0
7096	6156	4	0
7096	6156	1	0
6608	6156	1	0
6111	6156	2	0
6111	6649	4	0
6111	6649	3	0
6111	6159	3	0
6111	5663	1	0
5618	5663	2	0
5618	6165	0	0
6113	6165	3	0
6113	5666	3	0
6113	5171	0	0
6604	5171	4	0
6604	5171	4	0
6604	5171	2	0
