@relation dTreeCont

@attribute x real
@attribute y real
@attribute r {0, 300}

@data
873,7353,0
373,7353,0
856,7353,0
358,7353,0
358,6854,0
855,6854,0
855,6854,0
1356,6854,0
1853,6854,0
2345,6854,0
1853,6854,0
1369,6854,0
1369,6854,0
1871,6854,0
2352,6854,0
2352,6369,0
2352,6865,0
1850,6865,0
2350,6865,0
2350,7373,0
2350,7373,0
2350,7373,0
2350,7862,0
2350,7862,0
1856,7862,0
2363,7862,0
1861,7862,0
1861,7862,0
1861,7370,0
1861,7370,0
1362,7370,0
862,7370,0
862,7877,0
862,8362,0
862,8362,0
383,8362,0
872,8362,0
1371,8362,0
1874,8362,0
1874,8853,0
1874,8853,0
1874,8853,0
1874,9350,0
1874,8843,0
1874,9338,0
1371,9338,0
1371,8841,0
1371,8344,0
1863,8344,0
1863,8836,0
2359,8836,0
2359,9331,0
2359,9818,0
2359,9818,0
2865,9818,0
2865,9818,0
3372,9818,0
3867,9818,0
3867,9325,0
3366,9325,0
3863,9325,0
3863,9325,0
3863,9822,0
3863,9319,0
3863,9319,0
3863,8826,0
3863,8318,0
3357,8318,0
3357,7830,0
3357,7331,0
3857,7331,0
3857,6829,0
3857,6829,0
3857,6314,0
3857,6815,0
3857,7306,0
3857,6803,0
4370,6803,0
4370,6310,0
4873,6310,0
4873,5811,0
4873,5811,0
5375,5811,0
5375,5811,0
5375,5319,0
5375,5817,0
5871,5817,0
5871,5319,0
5365,5319,0
4873,5319,0
4873,4829,0
4873,4345,0
4873,4345,0
4873,4841,0
5376,4841,0
5376,4841,0
5376,5335,0
5874,5335,0
5874,5836,0
6353,5836,0
5847,5836,0
5847,5836,0
5847,5836,0
5847,5338,0
5847,4852,0
6341,4852,0
5853,4852,0
5853,4355,0
5853,3845,300
5853,3845,300
5853,4349,0
5853,4843,0
5853,5346,0
5853,4850,0
5362,4850,0
4870,4850,0
4389,4850,0
4389,4360,0
4389,4360,0
4883,4360,0
4883,4360,0
4883,4360,0
4389,4360,0
4877,4360,0
4877,4360,0
5367,4360,0
5367,4360,0
5367,4360,0
4869,4360,0
5367,4360,0
5367,4861,0
5367,4366,0
4873,4366,0
5370,4366,0
5370,4366,0
5370,4865,0
4873,4865,0
4384,4865,0
3893,4865,0
3394,4865,0
3394,4865,0
3394,4865,0
3891,4865,0
3891,5378,0
3891,4877,0
3891,4380,0
3891,4380,0
4386,4380,0
4386,4890,0
4386,4890,0
4386,4890,0
4386,4890,0
4386,5383,0
3892,5383,0
3396,5383,0
3396,5383,0
3396,5885,0
3896,5885,0
3389,5885,0
3389,6398,0
3389,6398,0
2888,6398,0
2888,6398,0
3368,6398,0
3368,5899,0
3866,5899,0
4356,5899,0
4356,5393,0
4356,5887,0
4356,6395,0
4856,6395,0
4856,6395,0
4357,6395,0
4357,6895,0
4357,6393,0
3854,6393,0
3360,6393,0
2864,6393,0
2864,5903,0
2864,5405,0
2864,5405,0
2352,5405,0
1851,5405,0
1851,5405,0
1851,5405,0
2349,5405,0
1847,5405,0
1847,5905,0
1847,6416,0
1847,5920,0
1847,5422,0
1847,5422,0
2337,5422,0
2337,5422,0
2838,5422,0
2838,5922,0
2838,5421,0
2333,5421,0
2333,5926,0
2333,6421,0
2826,6421,0
3315,6421,0
3315,6919,0
3812,6919,0
4303,6919,0
3806,6919,0
3806,7421,0
3806,7913,0
3806,7913,0
3806,7913,0
4297,7913,0
4297,7404,0
4297,6913,0
4791,6913,0
5289,6913,0
5289,6416,0
5289,6910,0
5289,7422,0
4790,7422,0
4790,6933,0
4790,6424,0
5283,6424,0
5283,6424,0
5283,5930,0
5791,5930,0
6293,5930,0
6807,5930,0
6807,5930,0
6306,5930,0
6306,5930,0
6306,5438,0
6306,4933,0
5799,4933,0
5799,5444,0
5799,5444,0
5799,5944,0
6295,5944,0
5808,5944,0
5808,5944,0
5808,5443,0
5808,5443,0
5808,4944,0
5808,4944,0
5808,4445,0
5808,4445,0
6315,4445,300
6812,4445,0
6812,4938,300
6310,4938,0
6310,4431,300
6310,4931,0
6310,4439,300
6797,4439,0
6797,4939,300
6302,4939,0
5806,4939,0
5806,4451,0
5806,4451,0
5806,4451,0
5806,4451,0
6303,4451,300
6303,4948,0
5799,4948,0
5799,4948,0
5799,5431,0
5307,5431,0
5307,5431,0
